time,parset,var,ShortName,ll_comp,mean,median,q025,q975,q25,q75,date
2020.22724161533,1,Rt,CH,d-deltah,1.1671161438938333,1.1207724617830226,0.8610513666313473,1.740472834566011,1.0285366969306518,1.2670797038057242,2020-03-23
2020.22997946612,1,Rt,CH,d-deltah,1.1208948418545464,1.0741039712920672,0.8129305406795517,1.7816524346303244,0.9788542340924867,1.2072359262478152,2020-03-25
2020.23271731691,1,Rt,CH,d-deltah,1.075112124208995,1.027338380918042,0.7514673323589074,1.6402272029891074,0.9340433732393701,1.1529191799117255,2020-03-26
2020.23545516769,1,Rt,CH,d-deltah,1.0411536887930075,0.9990152926935225,0.7235834359578361,1.6736311919624294,0.889136191556308,1.1210494881627426,2020-03-26
2020.23819301848,1,Rt,CH,d-deltah,1.0028147031441708,0.9507814081131333,0.6675889126921555,1.695695159792619,0.839450293101664,1.0895392501821597,2020-03-27
2020.24093086927,1,Rt,CH,d-deltah,0.9475901344254699,0.8825150230498895,0.6352607944433636,1.708248243903918,0.7904497639051893,1.0247758008329502,2020-03-29
2020.24366872005,1,Rt,CH,d-deltah,0.9111457925221635,0.8410104062258639,0.5921506584835301,1.8458013401163949,0.7471881549111086,0.9838315284946657,2020-03-29
2020.24640657084,1,Rt,CH,d-deltah,0.8887508276610532,0.8099931288671248,0.5722904769416554,1.8458151404259808,0.7221986975651192,0.9397592129213129,2020-03-30
2020.24914442163,1,Rt,CH,d-deltah,0.8548555527757388,0.7694005004997695,0.5610479708997257,1.8608995948971532,0.6925323485476567,0.899099064855525,2020-04-01
2020.25188227242,1,Rt,CH,d-deltah,0.8307136282438919,0.7484958635738305,0.5417553373431011,1.8771813432103879,0.6735051911946118,0.8621341336281273,2020-04-02
2020.2546201232,1,Rt,CH,d-deltah,0.8140805798002979,0.730311692279859,0.5216691830877305,1.8534140038071738,0.6557257211261207,0.8407651972358687,2020-04-02
2020.25735797399,1,Rt,CH,d-deltah,0.8065457533249656,0.7126279307882147,0.49831988596765464,1.8645623538180967,0.6359986853146781,0.8409969543590945,2020-04-03
2020.26009582478,1,Rt,CH,d-deltah,0.8036207943151772,0.7193667197513662,0.48013517075435314,1.890402221563853,0.6262383059484508,0.8349357530603473,2020-04-05
2020.26283367556,1,Rt,CH,d-deltah,0.808008385873971,0.7288640480418793,0.46708570995651166,1.8186073199502608,0.6199544425399397,0.850812322859468,2020-04-05
2020.26557152635,1,Rt,CH,d-deltah,0.8127182485189518,0.7249839401521764,0.46306325309384017,1.905789277664041,0.6135659234180164,0.8666521562501147,2020-04-06
2020.26830937714,1,Rt,CH,d-deltah,0.8151464776890237,0.7305260897970255,0.4499173405715535,1.813602736109207,0.6075909729650628,0.8749813452713295,2020-04-08
