,"Monday, March 02, 2020","Tuesday, March 03, 2020","Wednesday, March 04, 2020","Thursday, March 05, 2020","Friday, March 06, 2020","Saturday, March 07, 2020","Sunday, March 08, 2020","Monday, March 09, 2020","Tuesday, March 10, 2020","Wednesday, March 11, 2020","Thursday, March 12, 2020","Friday, March 13, 2020","Saturday, March 14, 2020","Sunday, March 15, 2020","Monday, March 16, 2020","Tuesday, March 17, 2020","Wednesday, March 18, 2020","Thursday, March 19, 2020","Friday, March 20, 2020","Saturday, March 21, 2020","Sunday, March 22, 2020","Monday, March 23, 2020","Tuesday, March 24, 2020","Wednesday, March 25, 2020","Thursday, March 26, 2020","Friday, March 27, 2020","Saturday, March 28, 2020","Sunday, March 29, 2020","Monday, March 30, 2020","Tuesday, March 31, 2020","Wednesday, April 01, 2020","Thursday, April 02, 2020","Friday, April 03, 2020","Saturday, April 04, 2020","Sunday, April 05, 2020","Monday, April 06, 2020","Tuesday, April 07, 2020"
COVID 19 - VD,4,4,8,11,17,30,40,57,76,108,200,292,350,406,508,608,796,1001,1212,1432,1676,1782,2090,2162,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215,2215
